@T,table,
Created,7/20/17 10:01,
Author,HortonMachine library,
@H,timestamp,value_42
ID,,42
Type,Date,Double
Format,yyyy-MM-dd HH:mm,
,1996-12-17 00:00,0.278719592
,1996-12-18 00:00,0.062845427
,1996-12-19 00:00,0.176523334
,1996-12-20 00:00,15.04703985
,1996-12-21 00:00,2.970993747
,1996-12-22 00:00,8.079408886
,1996-12-23 00:00,10.47307516
,1996-12-24 00:00,7.967808273
,1996-12-25 00:00,2.176842724
,1996-12-26 00:00,0.499730511
,1996-12-27 00:00,0.181962861
,1996-12-28 00:00,0.063668599
,1996-12-29 00:00,0.022375362
,1996-12-30 00:00,0.007959748
,1996-12-31 00:00,0.002859101
,1997-01-01 00:00,0.001038661
,1997-01-02 00:00,3.75E-04
,1997-01-03 00:00,1.36E-04
,1997-01-04 00:00,3.548117586
,1997-01-05 00:00,0.329586831
,1997-01-06 00:00,0.119246821
,1997-01-07 00:00,0.042435768
,1997-01-08 00:00,0.014953586
,1997-01-09 00:00,0.004773233
,1997-01-10 00:00,0.001515227
,1997-01-11 00:00,4.78E-04
,1997-01-12 00:00,1.48E-04
,1997-01-13 00:00,4.49E-05
,1997-01-14 00:00,1.35E-05
,1997-01-15 00:00,0.961187371
,1997-01-16 00:00,4.184624871
,1997-01-17 00:00,2.066850761
,1997-01-18 00:00,0.263548325
,1997-01-19 00:00,0.065878858
,1997-01-20 00:00,0.448621722
,1997-01-21 00:00,7.520945376
,1997-01-22 00:00,2.022806251
,1997-01-23 00:00,1.699511224
,1997-01-24 00:00,1.086031749
,1997-01-25 00:00,2.599448065
,1997-01-26 00:00,0.765649711
,1997-01-27 00:00,0.076478533
,1997-01-28 00:00,0.011711692
,1997-01-29 00:00,0.001672231
,1997-01-30 00:00,2.25E-04
,1997-01-31 00:00,2.32E-05
,1997-02-01 00:00,2.30E-06
,1997-02-02 00:00,2.24E-07
,1997-02-03 00:00,2.02E-08
,1997-02-04 00:00,1.68E-09
,1997-02-05 00:00,1.36E-10
,1997-02-06 00:00,8.02E-12
,1997-02-07 00:00,4.63E-13
,1997-02-08 00:00,0.736359038
,1997-02-09 00:00,1.685744906
,1997-02-10 00:00,1.875264267
,1997-02-11 00:00,0.041252581
,1997-02-12 00:00,0.001587148
,1997-02-13 00:00,1.488268674
,1997-02-14 00:00,1.152994061
,1997-02-15 00:00,1.543233367
,1997-02-16 00:00,1.191816764
,1997-02-17 00:00,0.00589523
,1997-02-18 00:00,7.43E-05
,1997-02-19 00:00,0.517840479
,1997-02-20 00:00,0.720269329
,1997-02-21 00:00,1.166524478
,1997-02-22 00:00,2.290155645
,1997-02-23 00:00,1.543188362
,1997-02-24 00:00,0.231210485
,1997-02-25 00:00,1.823478772
,1997-02-26 00:00,3.439282135
,1997-02-27 00:00,4.868473781
,1997-02-28 00:00,3.018460815
,1997-03-01 00:00,2.648547451
,1997-03-02 00:00,6.204269929
,1997-03-03 00:00,7.801594834
,1997-03-04 00:00,8.632794129
,1997-03-05 00:00,7.369723985
,1997-03-06 00:00,5.271598152
,1997-03-07 00:00,4.832037906
,1997-03-08 00:00,3.54042798
,1997-03-09 00:00,3.79764048
,1997-03-10 00:00,5.303243071
,1997-03-11 00:00,4.092279585
,1997-03-12 00:00,5.381045174
,1997-03-13 00:00,7.263528718
,1997-03-14 00:00,6.513665159
,1997-03-15 00:00,7.379994043
,1997-03-16 00:00,8.658603172
,1997-03-17 00:00,11.59291897
,1997-03-18 00:00,1.593927688
,1997-03-19 00:00,0.233805463
,1997-03-20 00:00,2.61E-07
,1997-03-21 00:00,1.15E-11
,1997-03-22 00:00,0
,1997-03-23 00:00,0.030527656
,1997-03-24 00:00,0
,1997-03-25 00:00,0
,1997-03-26 00:00,0
,1997-03-27 00:00,0
,1997-03-28 00:00,3.048306455
,1997-03-29 00:00,4.86E-06
,1997-03-30 00:00,4.70E-11
,1997-03-31 00:00,0
,1997-04-01 00:00,0
,1997-04-02 00:00,0
,1997-04-03 00:00,0
,1997-04-04 00:00,0
,1997-04-05 00:00,0
,1997-04-06 00:00,0
,1997-04-07 00:00,0
,1997-04-08 00:00,0
,1997-04-09 00:00,0
,1997-04-10 00:00,0
,1997-04-11 00:00,0
,1997-04-12 00:00,0
,1997-04-13 00:00,0
,1997-04-14 00:00,0.022033261
,1997-04-15 00:00,0
,1997-04-16 00:00,0
,1997-04-17 00:00,0
,1997-04-18 00:00,0
,1997-04-19 00:00,0
,1997-04-20 00:00,2.659613163
,1997-04-21 00:00,1.47E-06
,1997-04-22 00:00,0.6232896
,1997-04-23 00:00,0.172844567
,1997-04-24 00:00,0
,1997-04-25 00:00,0
,1997-04-26 00:00,0
,1997-04-27 00:00,39.01736666
,1997-04-28 00:00,2.023717477
,1997-04-29 00:00,2.565270727
,1997-04-30 00:00,0.044739518
,1997-05-01 00:00,4.67E-06
,1997-05-02 00:00,5.17E-09
,1997-05-03 00:00,0
,1997-05-04 00:00,0
,1997-05-05 00:00,1.374952053
,1997-05-06 00:00,38.62009994
,1997-05-07 00:00,2.74431497
,1997-05-08 00:00,6.485232008
,1997-05-09 00:00,3.142995059
,1997-05-10 00:00,0.770759837
,1997-05-11 00:00,0.208983195
,1997-05-12 00:00,3.023159441
,1997-05-13 00:00,0.046704134
,1997-05-14 00:00,6.51E-04
,1997-05-15 00:00,0.072274782
,1997-05-16 00:00,1.12E-04
,1997-05-17 00:00,0.129966555
,1997-05-18 00:00,1.5204152
,1997-05-19 00:00,0.00254576
,1997-05-20 00:00,5.004000575
,1997-05-21 00:00,0.054690128
,1997-05-22 00:00,5.502142216
,1997-05-23 00:00,1.108499374
,1997-05-24 00:00,9.516390675
,1997-05-25 00:00,6.601672043
,1997-05-26 00:00,0.029760293
,1997-05-27 00:00,7.17E-04
,1997-05-28 00:00,0.23911173
,1997-05-29 00:00,9.46E-04
,1997-05-30 00:00,2.72E-05
,1997-05-31 00:00,8.92E-07
,1997-06-01 00:00,11.42297826
,1997-06-02 00:00,2.845974079
,1997-06-03 00:00,0.117666113
,1997-06-04 00:00,3.372134879
,1997-06-05 00:00,14.11192204
,1997-06-06 00:00,0.128229755
,1997-06-07 00:00,0.072188758
,1997-06-08 00:00,0.225610643
,1997-06-09 00:00,0.047077809
,1997-06-10 00:00,0.035921686
,1997-06-11 00:00,4.14E-05
,1997-06-12 00:00,4.44E-07
,1997-06-13 00:00,2.47440348
,1997-06-14 00:00,10.86421673
,1997-06-15 00:00,0.046823771
,1997-06-16 00:00,5.666540583
,1997-06-17 00:00,6.674446733
,1997-06-18 00:00,2.882330169
,1997-06-19 00:00,34.48288833
,1997-06-20 00:00,0.836307783
,1997-06-21 00:00,0.954132878
,1997-06-22 00:00,3.917123919
,1997-06-23 00:00,0.525905546
,1997-06-24 00:00,10.56878212
,1997-06-25 00:00,0.156481774
,1997-06-26 00:00,25.37941298
,1997-06-27 00:00,85.74039764
,1997-06-28 00:00,8.428678494
,1997-06-29 00:00,6.822825565
,1997-06-30 00:00,3.087958744
,1997-07-01 00:00,0.052034865
,1997-07-02 00:00,0.194737329
,1997-07-03 00:00,8.07E-04
,1997-07-04 00:00,0.579116432
,1997-07-05 00:00,32.49874075
,1997-07-06 00:00,0.684553701
,1997-07-07 00:00,0.067424511
,1997-07-08 00:00,7.35E-04
,1997-07-09 00:00,2.08E-05
,1997-07-10 00:00,7.257629161
,1997-07-11 00:00,4.848900838
,1997-07-12 00:00,0.093366375
,1997-07-13 00:00,0.00403461
,1997-07-14 00:00,19.00274172
,1997-07-15 00:00,0.189354389
,1997-07-16 00:00,0.085614845
,1997-07-17 00:00,8.991670062
,1997-07-18 00:00,15.03821662
,1997-07-19 00:00,0.082026058
,1997-07-20 00:00,3.88270113
,1997-07-21 00:00,0.047652543
,1997-07-22 00:00,3.82E-04
,1997-07-23 00:00,0.083394452
,1997-07-24 00:00,0.881023312
,1997-07-25 00:00,3.707482708
,1997-07-26 00:00,0.008558164
,1997-07-27 00:00,1.69E-04
,1997-07-28 00:00,3.32E-06
,1997-07-29 00:00,2.999018066
,1997-07-30 00:00,0.043917943
,1997-07-31 00:00,0.120078102
,1997-08-01 00:00,1.124330848
,1997-08-02 00:00,0.087146259
,1997-08-03 00:00,7.06E-04
,1997-08-04 00:00,0.047341366
,1997-08-05 00:00,0.913793588
,1997-08-06 00:00,1.567871769
,1997-08-07 00:00,4.679199833
,1997-08-08 00:00,3.437333692
,1997-08-09 00:00,0.131265352
,1997-08-10 00:00,6.73E-04
,1997-08-11 00:00,1.86E-05
,1997-08-12 00:00,5.17E-07
,1997-08-13 00:00,4.55E-04
,1997-08-14 00:00,1.22E-05
,1997-08-15 00:00,3.31E-07
,1997-08-16 00:00,5.917640889
,1997-08-17 00:00,47.91116232
,1997-08-18 00:00,4.902819269
,1997-08-19 00:00,1.243851593
,1997-08-20 00:00,0.04901131
,1997-08-21 00:00,0.080308177
,1997-08-22 00:00,4.06E-04
,1997-08-23 00:00,1.47E-05
,1997-08-24 00:00,3.637684891
,1997-08-25 00:00,0.05265139
,1997-08-26 00:00,0.039919563
,1997-08-27 00:00,2.025137532
,1997-08-28 00:00,5.169322126
,1997-08-29 00:00,0.304310377
,1997-08-30 00:00,0.002514072
,1997-08-31 00:00,9.35E-05
,1997-09-01 00:00,0.039956869
,1997-09-02 00:00,2.01E-04
,1997-09-03 00:00,0.003636893
,1997-09-04 00:00,0.039500602
,1997-09-05 00:00,1.40E-04
,1997-09-06 00:00,4.04E-06
,1997-09-07 00:00,0.039544351
,1997-09-08 00:00,2.727867268
,1997-09-09 00:00,0.091646584
,1997-09-10 00:00,0.040652566
,1997-09-11 00:00,0.040013897
,1997-09-12 00:00,2.34E-04
,1997-09-13 00:00,21.29528582
,1997-09-14 00:00,3.556833753
,1997-09-15 00:00,0.09166603
,1997-09-16 00:00,0.083616089
,1997-09-17 00:00,8.32E-04
,1997-09-18 00:00,4.23E-05
,1997-09-19 00:00,0.039682244
,1997-09-20 00:00,3.25E-04
,1997-09-21 00:00,2.05E-05
,1997-09-22 00:00,1.32E-06
,1997-09-23 00:00,0.038687585
,1997-09-24 00:00,3.51E-04
,1997-09-25 00:00,2.67E-05
,1997-09-26 00:00,2.21E-06
,1997-09-27 00:00,1.80E-07
,1997-09-28 00:00,0.040273439
,1997-09-29 00:00,5.85E-04
,1997-09-30 00:00,0.04156825
,1997-10-01 00:00,6.72E-04
,1997-10-02 00:00,0.041613138
,1997-10-03 00:00,0.006971931
,1997-10-04 00:00,6.46E-04
,1997-10-05 00:00,0.040341646
,1997-10-06 00:00,0.166217258
,1997-10-07 00:00,16.07848119
,1997-10-08 00:00,1.747564948
,1997-10-09 00:00,0.129942439
,1997-10-10 00:00,0.104871752
,1997-10-11 00:00,0.042891696
,1997-10-12 00:00,0.001404272
,1997-10-13 00:00,1.111856384
,1997-10-14 00:00,1.133075082
,1997-10-15 00:00,0.038218182
,1997-10-16 00:00,0.006150889
,1997-10-17 00:00,0.001010373
,1997-10-18 00:00,1.70E-04
,1997-10-19 00:00,2.95E-05
,1997-10-20 00:00,5.22E-06
,1997-10-21 00:00,0.371514929
,1997-10-22 00:00,1.532163083
,1997-10-23 00:00,0.066197096
,1997-10-24 00:00,0.042629243
,1997-10-25 00:00,0.006731005
,1997-10-26 00:00,0.001144411
,1997-10-27 00:00,2.06E-04
,1997-10-28 00:00,4.20E-05
,1997-10-29 00:00,8.43E-06
,1997-10-30 00:00,1.72E-06
,1997-10-31 00:00,3.50E-07
,1997-11-01 00:00,7.00E-08
,1997-11-02 00:00,1.41E-08
,1997-11-03 00:00,0.013901368
,1997-11-04 00:00,0.002694203
,1997-11-05 00:00,12.89370068
,1997-11-06 00:00,67.80123769
,1997-11-07 00:00,78.87574863
,1997-11-08 00:00,10.78121393
,1997-11-09 00:00,40.67656813
,1997-11-10 00:00,8.364837981
,1997-11-11 00:00,22.15187452
,1997-11-12 00:00,93.95964332
,1997-11-13 00:00,9.410711036
,1997-11-14 00:00,3.397782444
,1997-11-15 00:00,1.18994387
,1997-11-16 00:00,0.382021265
,1997-11-17 00:00,0.108889281
,1997-11-18 00:00,0.03133518
,1997-11-19 00:00,0.009305774
,1997-11-20 00:00,0.002783005
,1997-11-21 00:00,8.34E-04
,1997-11-22 00:00,0.127163911
,1997-11-23 00:00,0.282298941
,1997-11-24 00:00,0.024882101
,1997-11-25 00:00,0.753427486
,1997-11-26 00:00,0.571778052
,1997-11-27 00:00,0.055290135
,1997-11-28 00:00,0.016816557
,1997-11-29 00:00,3.406458884
,1997-11-30 00:00,3.742017852
,1997-12-01 00:00,1.35506833
,1997-12-02 00:00,0.830128847
,1997-12-03 00:00,0.131936833
,1997-12-04 00:00,0.043442988
,1997-12-05 00:00,0.015389893
,1997-12-06 00:00,0.005454792
,1997-12-07 00:00,0.001939784
,1997-12-08 00:00,7.00E-04
,1997-12-09 00:00,2.54E-04
,1997-12-10 00:00,9.31E-05
,1997-12-11 00:00,3.40E-05
,1997-12-12 00:00,1.25E-05
,1997-12-13 00:00,4.59E-06
,1997-12-14 00:00,1.69E-06
,1997-12-15 00:00,6.22E-07
,1997-12-16 00:00,2.29E-07
,1997-12-17 00:00,8.41E-08
,1997-12-18 00:00,3.09E-08
,1997-12-19 00:00,17.2171571
,1997-12-20 00:00,77.72212016
,1997-12-21 00:00,10.67361751
,1997-12-22 00:00,5.226762118
,1997-12-23 00:00,2.227995154
,1997-12-24 00:00,1.645732939
,1997-12-25 00:00,0.311969399
,1997-12-26 00:00,3.497813935
,1997-12-27 00:00,0.76994052
,1997-12-28 00:00,0.170255449
,1997-12-29 00:00,0.062437355
,1997-12-30 00:00,0.022727303
,1997-12-31 00:00,0.008355031
,1998-01-01 00:00,0.719592276
,1998-01-02 00:00,3.280637042
,1998-01-03 00:00,3.046361204
,1998-01-04 00:00,1.091594625
,1998-01-05 00:00,0.814568274
,1998-01-06 00:00,0
,1998-01-07 00:00,0
,1998-01-08 00:00,0
,1998-01-09 00:00,0
,1998-01-10 00:00,1.320391483
,1998-01-11 00:00,1.613181562
,1998-01-12 00:00,0
,1998-01-13 00:00,0
,1998-01-14 00:00,4.186963647
,1998-01-15 00:00,5.982485134
,1998-01-16 00:00,9.090827391
,1998-01-17 00:00,2.14
,1998-01-18 00:00,0.514989933
,1998-01-19 00:00,0
,1998-01-20 00:00,0
,1998-01-21 00:00,0
,1998-01-22 00:00,0
,1998-01-23 00:00,0.00E+00
,1998-01-24 00:00,0.00E+00
,1998-01-25 00:00,0.00E+00
,1998-01-26 00:00,0.00E+00
,1998-01-27 00:00,0.00E+00
,1998-01-28 00:00,0.00E+00
,1998-01-29 00:00,0.00E+00
,1998-01-30 00:00,0.00E+00
,1998-01-31 00:00,0.00E+00
,1998-02-01 00:00,0.00E+00
,1998-02-02 00:00,0.00E+00
,1998-02-03 00:00,0.00E+00
,1998-02-04 00:00,0.00E+00
,1998-02-05 00:00,0.00E+00
,1998-02-06 00:00,0
,1998-02-07 00:00,0
,1998-02-08 00:00,0
,1998-02-09 00:00,0
,1998-02-10 00:00,0
,1998-02-11 00:00,0.511581286
,1998-02-12 00:00,5.465930809
,1998-02-13 00:00,9.338420187
,1998-02-14 00:00,9.187776172
,1998-02-15 00:00,7.597697365
,1998-02-16 00:00,8.032649996
,1998-02-17 00:00,8.897980355
,1998-02-18 00:00,3.989705783
,1998-02-19 00:00,4.149103014
,1998-02-20 00:00,5.392559142
,1998-02-21 00:00,4.819399585
,1998-02-22 00:00,5.460840559
,1998-02-23 00:00,12.71918925
,1998-02-24 00:00,1.103843164
,1998-02-25 00:00,0
,1998-02-26 00:00,0.00E+00
,1998-02-27 00:00,0.00E+00
,1998-02-28 00:00,0.00E+00
,1998-03-01 00:00,0.97326598
,1998-03-02 00:00,0.00E+00
,1998-03-03 00:00,0.00E+00
,1998-03-04 00:00,0.00E+00
,1998-03-05 00:00,0.812328909
,1998-03-06 00:00,0.00E+00
,1998-03-07 00:00,0.00E+00
,1998-03-08 00:00,0
,1998-03-09 00:00,0
,1998-03-10 00:00,0.00E+00
,1998-03-11 00:00,0.00E+00
,1998-03-12 00:00,0.00E+00
,1998-03-13 00:00,0
,1998-03-14 00:00,0
,1998-03-15 00:00,0
,1998-03-16 00:00,0
,1998-03-17 00:00,0
,1998-03-18 00:00,0
,1998-03-19 00:00,0
,1998-03-20 00:00,0
,1998-03-21 00:00,0
,1998-03-22 00:00,0
,1998-03-23 00:00,0
,1998-03-24 00:00,0
,1998-03-25 00:00,0
,1998-03-26 00:00,0
,1998-03-27 00:00,0
,1998-03-28 00:00,2.297268397
,1998-03-29 00:00,5.888032998
,1998-03-30 00:00,0.214263902
,1998-03-31 00:00,0.00E+00
,1998-04-01 00:00,0.00E+00
,1998-04-02 00:00,0
,1998-04-03 00:00,0.660877112
,1998-04-04 00:00,2.750743532
,1998-04-05 00:00,5.08471376
,1998-04-06 00:00,3.678373937
,1998-04-07 00:00,20.19177936
,1998-04-08 00:00,1.140216705
,1998-04-09 00:00,4.285065137
,1998-04-10 00:00,73.00354957
,1998-04-11 00:00,3
,1998-04-12 00:00,2
,1998-04-13 00:00,0
,1998-04-14 00:00,0.00E+00
,1998-04-15 00:00,0.00E+00
,1998-04-16 00:00,0
,1998-04-17 00:00,0
,1998-04-18 00:00,0
,1998-04-19 00:00,0
,1998-04-20 00:00,2.653296058
,1998-04-21 00:00,5.558466721
,1998-04-22 00:00,7.371408341
,1998-04-23 00:00,7.042120476
,1998-04-24 00:00,9.000217081
,1998-04-25 00:00,9.774876605
,1998-04-26 00:00,9.681878999
,1998-04-27 00:00,26.41327397
,1998-04-28 00:00,38.57070674
,1998-04-29 00:00,18.5902105
,1998-04-30 00:00,14.99065918
,1998-05-01 00:00,10.65835934
,1998-05-02 00:00,0.372108491
,1998-05-03 00:00,0
,1998-05-04 00:00,0.465672083
,1998-05-05 00:00,0
,1998-05-06 00:00,6.118062342
,1998-05-07 00:00,0
,1998-05-08 00:00,0
,1998-05-09 00:00,0
,1998-05-10 00:00,0
,1998-05-11 00:00,0
,1998-05-12 00:00,0
,1998-05-13 00:00,0
,1998-05-14 00:00,24.20383728
,1998-05-15 00:00,0.323353747
,1998-05-16 00:00,4.613298538
,1998-05-17 00:00,3.771794429
,1998-05-18 00:00,0.315299877
,1998-05-19 00:00,0.00E+00
,1998-05-20 00:00,0.00E+00
,1998-05-21 00:00,2.926340693
,1998-05-22 00:00,1.349778976
,1998-05-23 00:00,3.799597723
,1998-05-24 00:00,12.73578847
,1998-05-25 00:00,0.466878834
,1998-05-26 00:00,7.76974053
,1998-05-27 00:00,8.892718398
,1998-05-28 00:00,54.38284504
,1998-05-29 00:00,28.40798503
,1998-05-30 00:00,1.560316738
,1998-05-31 00:00,0.45559749
,1998-06-01 00:00,0
,1998-06-02 00:00,0.00E+00
,1998-06-03 00:00,0
,1998-06-04 00:00,0.00E+00
,1998-06-05 00:00,0.00E+00
,1998-06-06 00:00,0.374453975
,1998-06-07 00:00,10.04719773
,1998-06-08 00:00,5.600764915
,1998-06-09 00:00,0
,1998-06-10 00:00,12.92573168
,1998-06-11 00:00,11.4665687
,1998-06-12 00:00,22.69607275
,1998-06-13 00:00,2.58692958
,1998-06-14 00:00,0
,1998-06-15 00:00,13.469292
,1998-06-16 00:00,2.439340408
,1998-06-17 00:00,0
,1998-06-18 00:00,0.00E+00
,1998-06-19 00:00,0.00E+00
,1998-06-20 00:00,0.00E+00
,1998-06-21 00:00,0
,1998-06-22 00:00,0.00E+00
,1998-06-23 00:00,1.910985013
,1998-06-24 00:00,7.436298498
,1998-06-25 00:00,0
,1998-06-26 00:00,0.367704611
,1998-06-27 00:00,0
,1998-06-28 00:00,0
,1998-06-29 00:00,0.00E+00
,1998-06-30 00:00,8.643189493
,1998-07-01 00:00,0
,1998-07-02 00:00,4.787377406
,1998-07-03 00:00,4.104052902
,1998-07-04 00:00,0
,1998-07-05 00:00,0.00E+00
,1998-07-06 00:00,0.00E+00
,1998-07-07 00:00,8.941062319
,1998-07-08 00:00,0
,1998-07-09 00:00,0
,1998-07-10 00:00,0.00E+00
,1998-07-11 00:00,0.00E+00
,1998-07-12 00:00,0.00E+00
,1998-07-13 00:00,0.697664543
,1998-07-14 00:00,14.20494251
,1998-07-15 00:00,0.558109177
,1998-07-16 00:00,0.441601261
,1998-07-17 00:00,0.00E+00
,1998-07-18 00:00,0.00E+00
,1998-07-19 00:00,0.00E+00
,1998-07-20 00:00,0.00E+00
,1998-07-21 00:00,0
,1998-07-22 00:00,0
,1998-07-23 00:00,0
,1998-07-24 00:00,0
,1998-07-25 00:00,6.474416255
,1998-07-26 00:00,0
,1998-07-27 00:00,6.037991615
,1998-07-28 00:00,0.337825534
,1998-07-29 00:00,0
,1998-07-30 00:00,0.00E+00
,1998-07-31 00:00,0
,1998-08-01 00:00,0.00E+00
,1998-08-02 00:00,0
,1998-08-03 00:00,3.533023924
,1998-08-04 00:00,0
,1998-08-05 00:00,0.00E+00
,1998-08-06 00:00,0.00E+00
,1998-08-07 00:00,0.00E+00
,1998-08-08 00:00,0.00E+00
,1998-08-09 00:00,0.00E+00
,1998-08-10 00:00,0.00E+00
,1998-08-11 00:00,0.00E+00
,1998-08-12 00:00,35.6621394
,1998-08-13 00:00,1.17195204
,1998-08-14 00:00,0
,1998-08-15 00:00,0.00E+00
,1998-08-16 00:00,0
,1998-08-17 00:00,7.394128169
,1998-08-18 00:00,0
,1998-08-19 00:00,0
,1998-08-20 00:00,43.67249292
,1998-08-21 00:00,0
,1998-08-22 00:00,0
,1998-08-23 00:00,0
,1998-08-24 00:00,0
,1998-08-25 00:00,0.00E+00
,1998-08-26 00:00,0.00E+00
,1998-08-27 00:00,0
,1998-08-28 00:00,0.231243415
,1998-08-29 00:00,0
,1998-08-30 00:00,0.00E+00
,1998-08-31 00:00,0.00E+00
,1998-09-01 00:00,0.00E+00
,1998-09-02 00:00,0.00E+00
,1998-09-03 00:00,0
,1998-09-04 00:00,9.56711589
,1998-09-05 00:00,75.72535356
,1998-09-06 00:00,0
,1998-09-07 00:00,0
,1998-09-08 00:00,2.396449237
,1998-09-09 00:00,0
,1998-09-10 00:00,0
,1998-09-11 00:00,27.98929586
,1998-09-12 00:00,45.65459964
,1998-09-13 00:00,10
,1998-09-14 00:00,0
,1998-09-15 00:00,0
,1998-09-16 00:00,0
,1998-09-17 00:00,0.00E+00
,1998-09-18 00:00,0.00E+00
,1998-09-19 00:00,0.00E+00
,1998-09-20 00:00,0.00E+00
,1998-09-21 00:00,0.00E+00
,1998-09-22 00:00,0.00E+00
,1998-09-23 00:00,0
,1998-09-24 00:00,0
,1998-09-25 00:00,0.210506452
,1998-09-26 00:00,23.39634426
,1998-09-27 00:00,23.81806945
,1998-09-28 00:00,15.47059264
,1998-09-29 00:00,1.476500329
,1998-09-30 00:00,29.94536358
,1998-10-01 00:00,16.95886945
,1998-10-02 00:00,5
,1998-10-03 00:00,0.76722492
,1998-10-04 00:00,19.02016416
,1998-10-05 00:00,49.04897435
,1998-10-06 00:00,50.02642785
,1998-10-07 00:00,74.84105619
,1998-10-08 00:00,43
,1998-10-09 00:00,0.04
,1998-10-10 00:00,0
,1998-10-11 00:00,0
,1998-10-12 00:00,0
,1998-10-13 00:00,0
,1998-10-14 00:00,0.00E+00
,1998-10-15 00:00,0.00E+00
,1998-10-16 00:00,0.00E+00
,1998-10-17 00:00,0.00E+00
,1998-10-18 00:00,0
,1998-10-19 00:00,21.95449573
,1998-10-20 00:00,1.676282278
,1998-10-21 00:00,0.376928501
,1998-10-22 00:00,0
,1998-10-23 00:00,0
,1998-10-24 00:00,0
,1998-10-25 00:00,0.432182257
,1998-10-26 00:00,0
,1998-10-27 00:00,0
,1998-10-28 00:00,0.00E+00
,1998-10-29 00:00,0.871397015
,1998-10-30 00:00,0
,1998-10-31 00:00,0
,1998-11-01 00:00,0
,1998-11-02 00:00,0.00E+00
,1998-11-03 00:00,9.194004818
,1998-11-04 00:00,12.66727568
,1998-11-05 00:00,2.763578066
,1998-11-06 00:00,0.475839847
,1998-11-07 00:00,0
,1998-11-08 00:00,0
,1998-11-09 00:00,0
,1998-11-10 00:00,0.405682671
,1998-11-11 00:00,0
,1998-11-12 00:00,0
,1998-11-13 00:00,0
,1998-11-14 00:00,0
,1998-11-15 00:00,0.00E+00
,1998-11-16 00:00,0.00E+00
,1998-11-17 00:00,0.00E+00
,1998-11-18 00:00,0.00E+00
,1998-11-19 00:00,0.00E+00
,1998-11-20 00:00,0.00E+00
,1998-11-21 00:00,0.00E+00
,1998-11-22 00:00,0.00E+00
,1998-11-23 00:00,0
,1998-11-24 00:00,0
,1998-11-25 00:00,0
,1998-11-26 00:00,0.00E+00
,1998-11-27 00:00,0.00E+00
,1998-11-28 00:00,0.00E+00
,1998-11-29 00:00,0.00E+00
,1998-11-30 00:00,0.00E+00
,1998-12-01 00:00,0.00E+00
,1998-12-02 00:00,0.00E+00
,1998-12-03 00:00,0.00E+00
,1998-12-04 00:00,0.00E+00
,1998-12-05 00:00,0.00E+00
,1998-12-06 00:00,0.00E+00
,1998-12-07 00:00,0.00E+00
,1998-12-08 00:00,0.00E+00
,1998-12-09 00:00,0.00E+00
,1998-12-10 00:00,0.00E+00
,1998-12-11 00:00,0.00E+00
,1998-12-12 00:00,0.00E+00
,1998-12-13 00:00,0.00E+00
,1998-12-14 00:00,0.00E+00
,1998-12-15 00:00,1.005632029
,1998-12-16 00:00,3.778204844
,1998-12-17 00:00,3.384897563
,1998-12-18 00:00,2.649218038
,1998-12-19 00:00,0.362804959
,1998-12-20 00:00,0
,1998-12-21 00:00,0
,1998-12-22 00:00,0
,1998-12-23 00:00,0
,1998-12-24 00:00,0
,1998-12-25 00:00,0.00E+00
,1998-12-26 00:00,0.00E+00
,1998-12-27 00:00,0.00E+00
,1998-12-28 00:00,0.00E+00
,1998-12-29 00:00,0.00E+00
,1998-12-30 00:00,0.00E+00
,1998-12-31 00:00,0.00E+00
